customer_id,region,loyalty_status
1553,West,Platinum
1554,South,Platinum
1555,East,Bronze
1556,East,Gold
1557,West,Silver
1558,South,Gold
1559,South,Bronze
1560,South,Bronze
1561,West,Platinum
1562,South,Silver
1563,East,Platinum
1564,West,Gold
1565,Central,Gold
1566,Central,Platinum
1567,West,Platinum
1568,South,Bronze
1569,North,Gold
1570,Central,Bronze
1571,South,Bronze
1572,East,Platinum
1573,North,Gold
1574,North,Silver
1575,Central,Gold
1576,West,Bronze
1577,North,Silver
1578,East,Gold
1579,West,Gold
1580,North,Silver
1581,South,Bronze
1582,South,Platinum
1583,West,Gold
1584,Central,Platinum
1585,South,Bronze
1586,West,Gold
1587,West,Gold
1588,North,Gold
1589,South,Bronze
1590,East,Gold
1591,North,Silver
1592,East,Bronze
1593,North,Bronze
1594,West,Bronze
1595,East,Silver
1596,East,Gold
1597,Central,Silver
1598,South,Gold
1599,West,Platinum
1600,South,Platinum
1601,North,Platinum
1602,North,Gold
1603,North,Silver
1604,Central,Gold
1605,East,Silver
1606,Central,Platinum
1607,South,Bronze
1608,West,Bronze
1609,Central,Gold
1610,South,Platinum
1611,South,Bronze
1612,West,Silver
1613,Central,Gold
1614,West,Bronze
1615,South,Gold
1616,South,Gold
1617,Central,Bronze
1618,South,Bronze
1619,West,Bronze
1620,South,Bronze
1621,West,Gold
1622,East,Silver
1623,West,Bronze
1624,West,Bronze
1625,North,Bronze
1626,West,Gold
1627,West,Gold
1628,South,Gold
1629,East,Gold
1630,West,Platinum
1631,North,Gold
1632,East,Silver
1633,Central,Platinum
1634,West,Bronze
1635,West,Silver
1636,Central,Bronze
1637,South,Platinum
1638,East,Platinum
1639,North,Silver
1640,South,Gold
1641,West,Gold
1642,North,Platinum
1643,North,Bronze
1644,East,Bronze
1645,Central,Gold
1646,South,Gold
1647,West,Silver
1648,North,Silver
1649,West,Platinum
1650,East,Silver
1651,East,Platinum
1652,West,Gold
1653,West,Gold
1654,Central,Gold
1655,Central,Platinum
1656,South,Platinum
1657,South,Silver
1658,South,Gold
1659,North,Silver
1660,East,Gold
1661,East,Gold
1662,East,Bronze
1663,East,Gold
1664,West,Gold
1665,West,Silver
1666,North,Silver
1667,South,Bronze
1668,North,Platinum
1669,North,Silver
1670,North,Bronze
1671,East,Platinum
1672,Central,Silver
1673,Central,Gold
1674,South,Platinum
1675,East,Gold
1676,West,Gold
1677,South,Silver
1678,South,Silver
1679,South,Platinum
1680,Central,Gold
1681,West,Platinum
1682,East,Silver
1683,South,Platinum
1684,South,Gold
1685,East,Platinum
1686,East,Platinum
1687,Central,Bronze
1688,East,Bronze
1689,North,Bronze
1690,South,Gold
1691,North,Gold
1692,Central,Platinum
1693,East,Bronze
1694,South,Silver
1695,East,Silver
1696,South,Silver
1697,Central,Silver
1698,East,Platinum
1699,Central,Silver
1700,South,Platinum
1701,South,Platinum
1702,Central,Platinum
1703,North,Silver
1704,Central,Platinum
1705,North,Platinum
1706,Central,Bronze
1707,Central,Platinum
1708,Central,Silver
1709,Central,Gold
1710,East,Bronze
1711,Central,Silver
1712,East,Platinum
1713,South,Gold
1714,South,Bronze
1715,East,Silver
1716,Central,Bronze
1717,North,Silver
1718,East,Gold
1719,West,Gold
1720,South,Gold
1721,Central,Gold
1722,Central,Bronze
1723,West,Silver
1724,North,Platinum
1725,East,Silver
1726,West,Silver
1727,Central,Platinum
1728,North,Bronze
1729,North,Platinum
1730,East,Bronze
1731,West,Gold
1732,East,Bronze
1733,South,Silver
1734,West,Platinum
1735,West,Silver
1736,South,Gold
1737,South,Silver
1738,West,Platinum
1739,West,Platinum
1740,North,Bronze
1741,Central,Silver
1742,South,Silver
1743,Central,Silver
1744,South,Platinum
1745,West,Bronze
1746,East,Silver
1747,East,Silver
1748,North,Bronze
1749,West,Silver
1750,South,Platinum
1751,South,Platinum
1752,South,Bronze
1753,South,Bronze
1754,South,Gold
1755,North,Bronze
1756,Central,Platinum
1757,East,Gold
1758,South,Platinum
1759,North,Silver
1760,North,Silver
1761,East,Bronze
1762,East,Platinum
1763,East,Gold
1764,South,Bronze
1765,West,Gold
1766,West,Silver
1767,Central,Silver
1768,Central,Platinum
1769,West,Platinum
1770,North,Bronze
1771,Central,Bronze
1772,South,Platinum
1773,South,Silver
1774,West,Silver
1775,East,Bronze
1776,East,Platinum
1777,West,Bronze
1778,South,Gold
1779,West,Platinum
1780,North,Gold
1781,West,Platinum
1782,South,Gold
1783,East,Gold
1784,North,Silver
1785,East,Bronze
1786,Central,Gold
1787,North,Gold
1788,Central,Silver
1789,West,Bronze
1790,North,Platinum
1791,East,Silver
1792,Central,Bronze
1793,South,Silver
1794,North,Bronze
1795,North,Gold
1796,East,Silver
1797,North,Bronze
1798,West,Bronze
1799,Central,Silver
1800,South,Gold
1801,South,Silver
1802,North,Silver
1803,North,Silver
1804,Central,Bronze
1805,East,Gold
1806,Central,Platinum
1807,Central,Platinum
1808,South,Gold
1809,South,Silver
1810,North,Platinum
1811,South,Silver
1812,East,Platinum
1813,West,Bronze
1814,West,Gold
1815,Central,Gold
1816,East,Platinum
1817,North,Platinum
1818,East,Bronze
1819,West,Silver
1820,North,Gold
1821,East,Platinum
1822,West,Gold
1823,South,Gold
1824,West,Bronze
1825,North,Silver
1826,North,Platinum
1827,South,Silver
1828,East,Silver
1829,East,Silver
1830,South,Silver
1831,South,Silver
1832,West,Bronze
1833,Central,Gold
1834,West,Platinum
1835,Central,Gold
1836,South,Platinum
1837,North,Silver
1838,West,Bronze
1839,West,Silver
1840,East,Silver
1841,East,Bronze
1842,West,Silver
1843,West,Platinum
1844,South,Silver
1845,North,Gold
1846,East,Silver
1847,West,Silver
1848,East,Gold
1849,West,Bronze
1850,East,Silver
1851,West,Gold
1852,North,Platinum
1853,East,Platinum
1854,North,Gold
1855,North,Gold
1856,Central,Gold
1857,West,Platinum
1858,East,Gold
1859,Central,Bronze
1860,East,Platinum
1861,South,Bronze
1862,East,Bronze
1863,West,Bronze
1864,South,Silver
1865,South,Silver
1866,West,Gold
1867,East,Platinum
1868,West,Bronze
1869,South,Bronze
1870,Central,Gold
1871,West,Gold
1872,East,Platinum
1873,Central,Gold
1874,West,Platinum
1875,South,Silver
1876,North,Bronze
1877,South,Gold
1878,Central,Gold
1879,Central,Bronze
1880,North,Gold
1881,South,Gold
1882,Central,Silver
1883,South,Gold
1884,North,Platinum
1885,Central,Gold
1886,South,Gold
1887,West,Gold
1888,North,Platinum
1889,South,Bronze
1890,North,Bronze
1891,Central,Silver
1892,Central,Silver
1893,South,Silver
1894,North,Silver
1895,East,Silver
1896,East,Bronze
1897,East,Gold
1898,East,Silver
1899,East,Silver
1900,North,Gold
1901,East,Bronze
1902,North,Bronze
1903,Central,Bronze
1904,South,Gold
1905,North,Gold
1906,North,Platinum
1907,South,Platinum
1908,Central,Bronze
1909,Central,Bronze
1910,West,Silver
1911,South,Platinum
1912,East,Platinum
1913,West,Platinum
1914,South,Silver
1915,South,Silver
1916,Central,Platinum
1917,North,Silver
1918,West,Bronze
1919,North,Bronze
1920,Central,Gold
1921,Central,Bronze
1922,South,Bronze
1923,West,Platinum
1924,Central,Gold
1925,Central,Platinum
1926,South,Bronze
1927,East,Bronze
1928,Central,Platinum
1929,East,Platinum
1930,East,Gold
1931,North,Silver
1932,West,Platinum
1933,South,Gold
1934,South,Gold
1935,Central,Silver
1936,West,Gold
1937,East,Gold
1938,North,Gold
1939,Central,Bronze
1940,North,Gold
1941,West,Platinum
1942,North,Platinum
1943,East,Bronze
1944,West,Gold
1945,West,Bronze
1946,East,Platinum
1947,Central,Gold
1948,South,Bronze
1949,North,Platinum
1950,East,Gold
1951,West,Gold
1952,West,Gold
1953,West,Bronze
1954,West,Gold
1955,East,Gold
1956,Central,Silver
1957,Central,Bronze
1958,South,Platinum
1959,South,Bronze
1960,Central,Silver
1961,North,Gold
1962,West,Silver
1963,West,Bronze
1964,West,Silver
1965,West,Bronze
1966,West,Platinum
1967,East,Platinum
1968,North,Silver
1969,Central,Gold
1970,North,Gold
1971,South,Platinum
1972,South,Bronze
1973,West,Silver
1974,Central,Bronze
1975,South,Silver
1976,North,Bronze
1977,West,Platinum
1978,North,Platinum
1979,South,Silver
1980,Central,Gold
1981,East,Silver
1982,South,Platinum
1983,South,Silver
1984,North,Gold
1985,South,Bronze
1986,Central,Bronze
1987,West,Gold
1988,South,Silver
1989,South,Gold
1990,North,Silver
1991,East,Platinum
1992,North,Platinum
1993,East,Silver
1994,South,Gold
1995,South,Gold
1996,Central,Platinum
1997,South,Gold
1998,West,Silver
1999,West,Gold
2000,West,Bronze
2001,South,Silver
2002,West,Gold
2003,South,Platinum
2004,Central,Platinum
2005,West,Silver
2006,North,Gold
2007,South,Bronze
2008,West,Bronze
2009,Central,Gold
2010,North,Silver
2011,West,Platinum
2012,West,Bronze
2013,West,Bronze
2014,East,Silver
2015,Central,Bronze
2016,West,Silver
2017,South,Silver
2018,North,Silver
2019,Central,Platinum
2020,East,Platinum
2021,North,Platinum
2022,North,Silver
2023,East,Gold
2024,West,Platinum
2025,East,Bronze
2026,North,Gold
2027,Central,Gold
2028,East,Bronze
2029,South,Bronze
2030,East,Platinum
2031,North,Bronze
2032,North,Bronze
2033,North,Platinum
2034,West,Silver
2035,South,Platinum
2036,West,Gold
2037,Central,Platinum
2038,West,Bronze
2039,South,Platinum
2040,West,Silver
2041,Central,Bronze
2042,South,Gold
2043,North,Bronze
2044,East,Silver
2045,South,Silver
2046,East,Gold
2047,South,Bronze
2048,East,Platinum
2049,South,Bronze
2050,North,Platinum
2051,East,Platinum
2052,West,Platinum
2053,Central,Silver
2054,North,Silver
2055,South,Gold
2056,East,Bronze
2057,South,Gold
2058,North,Bronze
2059,East,Silver
2060,West,Gold
2061,Central,Platinum
2062,North,Bronze
2063,North,Gold
2064,South,Silver
2065,West,Bronze
2066,South,Platinum
2067,North,Silver
2068,North,Gold
2069,West,Bronze
2070,North,Gold
2071,Central,Silver
2072,West,Gold
2073,East,Gold
2074,West,Silver
2075,South,Bronze
2076,Central,Platinum
2077,East,Bronze
2078,South,Gold
2079,South,Gold
2080,North,Gold
2081,North,Gold
2082,South,Platinum
2083,North,Gold
2084,West,Silver
2085,North,Silver
2086,West,Gold
2087,East,Platinum
2088,North,Silver
2089,West,Platinum
2090,Central,Silver
2091,North,Gold
2092,South,Gold
2093,West,Bronze
2094,East,Bronze
2095,West,Gold
2096,East,Platinum
2097,South,Platinum
2098,Central,Platinum
2099,South,Gold
2100,South,Gold
2101,North,Gold
2102,North,Platinum
2103,South,Platinum
2104,Central,Gold
2105,East,Bronze
2106,Central,Gold
2107,East,Bronze
2108,Central,Platinum
2109,South,Gold
2110,South,Silver
2111,North,Bronze
2112,East,Bronze
2113,East,Bronze
2114,South,Gold
2115,South,Silver
2116,Central,Gold
2117,Central,Platinum
2118,Central,Platinum
2119,East,Silver
2120,South,Gold
2121,North,Gold
2122,Central,Silver
2123,West,Silver
2124,North,Bronze
2125,Central,Platinum
2126,North,Bronze
2127,East,Platinum
2128,North,Silver
2129,North,Bronze
2130,South,Gold
2131,West,Silver
2132,Central,Bronze
2133,Central,Gold
2134,East,Platinum
2135,West,Gold
2136,South,Silver
2137,North,Silver
2138,Central,Platinum
2139,North,Silver
2140,North,Bronze
2141,West,Gold
2142,Central,Silver
2143,West,Gold
2144,East,Platinum
2145,South,Gold
2146,North,Silver
2147,Central,Platinum
2148,South,Bronze
2149,West,Bronze
2150,East,Platinum
2151,North,Platinum
2152,Central,Platinum
2153,West,Silver
2154,East,Silver
2155,Central,Bronze
2156,Central,Platinum
2157,South,Gold
2158,South,Silver
2159,North,Gold
2160,Central,Platinum
2161,East,Silver
2162,Central,Platinum
2163,Central,Bronze
2164,South,Platinum
2165,South,Gold
2166,Central,Platinum
2167,South,Silver
2168,Central,Silver
2169,East,Platinum
2170,North,Silver
2171,West,Bronze
2172,Central,Silver
2173,West,Bronze
2174,Central,Bronze
2175,Central,Platinum
2176,East,Silver
2177,South,Gold
2178,Central,Gold
2179,South,Gold
2180,South,Gold
2181,Central,Gold
2182,East,Bronze
2183,East,Silver
2184,South,Silver
2185,South,Silver
2186,East,Gold
2187,West,Platinum
2188,Central,Bronze
2189,East,Silver
2190,East,Platinum
2191,Central,Gold
2192,North,Gold
2193,West,Gold
2194,West,Bronze
2195,Central,Silver
2196,North,Bronze
2197,East,Bronze
2198,South,Silver
2199,North,Platinum
2200,North,Silver
2201,South,Gold
2202,South,Platinum
2203,Central,Platinum
2204,East,Bronze
2205,Central,Silver
2206,North,Bronze
2207,North,Gold
2208,South,Bronze
2209,South,Platinum
2210,Central,Silver
2211,North,Silver
2212,West,Gold
2213,South,Platinum
2214,North,Platinum
2215,Central,Bronze
2216,Central,Bronze
2217,East,Platinum
2218,North,Silver
2219,South,Silver
2220,East,Bronze
2221,Central,Bronze
2222,West,Gold
2223,South,Bronze
2224,East,Gold
2225,North,Silver
2226,Central,Silver
2227,East,Platinum
2228,North,Bronze
2229,West,Silver
2230,East,Silver
2231,East,Platinum
2232,North,Bronze
2233,East,Silver
2234,Central,Platinum
2235,Central,Platinum
2236,Central,Gold
2237,Central,Platinum
2238,East,Silver
2239,North,Gold
2240,West,Bronze
2241,North,Gold
2242,East,Bronze
2243,North,Platinum
2244,Central,Bronze
2245,South,Platinum
2246,South,Silver
2247,North,Platinum
2248,South,Gold
2249,South,Platinum
2250,South,Bronze
2251,South,Silver
2252,South,Platinum
2253,Central,Silver
2254,East,Bronze
2255,East,Platinum
2256,South,Platinum
2257,East,Gold
2258,South,Gold
2259,South,Silver
2260,South,Bronze
2261,Central,Silver
2262,South,Gold
2263,North,Gold
2264,North,Silver
2265,Central,Platinum
2266,North,Silver
2267,Central,Bronze
2268,South,Platinum
2269,South,Platinum
2270,West,Gold
2271,East,Gold
2272,Central,Gold
2273,South,Platinum
2274,West,Silver
2275,East,Silver
2276,Central,Silver
2277,North,Silver
2278,North,Silver
2279,Central,Platinum
2280,Central,Platinum
2281,West,Gold
2282,East,Platinum
2283,East,Silver
2284,North,Bronze
2285,West,Bronze
2286,South,Bronze
2287,Central,Bronze
2288,North,Platinum
2289,North,Gold
2290,East,Silver
2291,West,Bronze
2292,South,Platinum
2293,North,Platinum
2294,East,Gold
2295,Central,Platinum
2296,East,Gold
2297,West,Silver
2298,South,Silver
2299,East,Platinum
2300,Central,Gold
2301,South,Silver
2302,West,Bronze
2303,Central,Silver
2304,Central,Platinum
2305,Central,Gold
2306,East,Bronze
2307,Central,Silver
2308,South,Silver
2309,West,Silver
2310,South,Platinum
2311,West,Platinum
2312,Central,Silver
2313,Central,Gold
2314,South,Silver
2315,West,Silver
2316,South,Platinum
2317,East,Bronze
2318,North,Gold
2319,East,Platinum
2320,Central,Bronze
2321,Central,Bronze
2322,West,Platinum
2323,Central,Platinum
2324,East,Silver
2325,East,Silver
2326,West,Platinum
2327,East,Bronze
2328,South,Silver
2329,East,Gold
2330,North,Gold
2331,North,Silver
2332,West,Bronze
2333,Central,Platinum
2334,North,Platinum
2335,South,Platinum
2336,East,Gold
2337,East,Bronze
2338,East,Bronze
2339,East,Gold
2340,East,Platinum
2341,Central,Bronze
2342,East,Gold
2343,North,Gold
2344,East,Bronze
2345,West,Gold
2346,North,Silver
2347,West,Silver
2348,Central,Bronze
2349,North,Silver
2350,East,Silver
2351,West,Platinum
2352,East,Gold
2353,South,Platinum
2354,East,Silver
2355,West,Platinum
2356,Central,Silver
2357,West,Silver
2358,East,Silver
2359,North,Platinum
2360,North,Bronze
2361,South,Gold
2362,North,Bronze
2363,East,Bronze
2364,South,Gold
2365,North,Bronze
2366,Central,Platinum
2367,South,Gold
2368,Central,Silver
2369,South,Silver
2370,North,Silver
2371,West,Gold
2372,North,Gold
2373,North,Silver
2374,West,Platinum
2375,North,Gold
2376,North,Bronze
2377,North,Bronze
2378,Central,Bronze
2379,West,Silver
2380,North,Bronze
2381,West,Bronze
2382,West,Silver
2383,North,Silver
2384,Central,Platinum
2385,East,Silver
2386,West,Platinum
2387,North,Bronze
2388,Central,Bronze
2389,West,Platinum
2390,Central,Bronze
2391,Central,Gold
2392,West,Silver
2393,West,Silver
2394,South,Gold
2395,East,Bronze
2396,South,Silver
2397,North,Platinum
2398,South,Bronze
2399,North,Bronze
2400,South,Silver
2401,East,Silver
2402,West,Bronze
2403,West,Platinum
2404,Central,Bronze
2405,East,Bronze
2406,North,Silver
2407,South,Bronze
2408,West,Silver
2409,Central,Bronze
2410,North,Silver
2411,East,Platinum
2412,South,Bronze
2413,East,Platinum
2414,North,Gold
2415,North,Gold
2416,North,Bronze
2417,North,Platinum
2418,West,Silver
2419,West,Platinum
2420,East,Silver
2421,East,Gold
2422,South,Gold
2423,South,Bronze
2424,East,Platinum
2425,North,Platinum
2426,North,Platinum
2427,West,Platinum
2428,South,Silver
2429,West,Bronze
2430,East,Silver
2431,West,Bronze
2432,North,Platinum
2433,West,Silver
2434,East,Gold
2435,East,Silver
2436,West,Platinum
2437,Central,Platinum
2438,Central,Bronze
2439,Central,Bronze
2440,East,Platinum
2441,North,Silver
